000726.SZ	2005-04-08	2005-06-30
000727.SZ	2005-04-08	2005-06-30
000729.SZ	2005-04-08	2005-06-30
000733.SZ	2005-04-08	2005-06-30
000735.SZ	2005-04-08	2005-06-30
000737.SZ	2005-04-08	2005-06-30
000758.SZ	2005-04-08	2005-06-30
000763.SZ	2005-04-08	2005-06-30
000767.SZ	2005-04-08	2005-06-30
000778.SZ	2005-04-08	2005-06-30
000780.SZ	2005-04-08	2005-06-30
000786.SZ	2005-04-08	2005-06-30
000792.SZ	2005-04-08	2005-06-30
000800.SZ	2005-04-08	2005-06-30
000806.SZ	2005-04-08	2005-06-30
000807.SZ	2005-04-08	2005-06-30
000817.SZ	2005-04-08	2005-06-30
000822.SZ	2005-04-08	2005-06-30
000823.SZ	2005-04-08	2005-06-30
000825.SZ	2005-04-08	2005-06-30
000828.SZ	2005-04-08	2005-06-30
000831.SZ	2005-04-08	2005-06-30
000839.SZ	2005-04-08	2005-06-30
000858.SZ	2005-04-08	2005-06-30
000866.SZ	2005-04-08	2005-06-30
000875.SZ	2005-04-08	2005-06-30
000878.SZ	2005-04-08	2005-06-30
000886.SZ	2005-04-08	2005-06-30
000895.SZ	2005-04-08	2005-06-30
000898.SZ	2005-04-08	2005-06-30
000900.SZ	2005-04-08	2005-06-30
000912.SZ	2005-04-08	2005-06-30
000916.SZ	2005-04-08	2005-06-30
000917.SZ	2005-04-08	2005-06-30
000920.SZ	2005-04-08	2005-06-30
000921.SZ	2005-04-08	2005-06-30
000927.SZ	2005-04-08	2005-06-30
000930.SZ	2005-04-08	2005-06-30
000932.SZ	2005-04-08	2005-06-30
000933.SZ	2005-04-08	2005-06-30
000937.SZ	2005-04-08	2005-06-30
000939.SZ	2005-04-08	2005-06-30
000949.SZ	2005-04-08	2005-06-30
000956.SZ	2005-04-08	2005-06-30
000959.SZ	2005-04-08	2005-06-30
000960.SZ	2005-04-08	2005-06-30
000962.SZ	2005-04-08	2005-06-30
000968.SZ	2005-04-08	2005-06-30
000970.SZ	2005-04-08	2005-06-30
000983.SZ	2005-04-08	2005-06-30
600000.SH	2005-04-08	2005-06-30
600001.SH	2005-04-08	2005-06-30
600002.SH	2005-04-08	2005-06-30
600004.SH	2005-04-08	2005-06-30
600005.SH	2005-04-08	2005-06-30
600006.SH	2005-04-08	2005-06-30
600007.SH	2005-04-08	2005-06-30
600008.SH	2005-04-08	2005-06-30
600009.SH	2005-04-08	2005-06-30
600010.SH	2005-04-08	2005-06-30
600011.SH	2005-04-08	2005-06-30
600012.SH	2005-04-08	2005-06-30
600015.SH	2005-04-08	2005-06-30
600016.SH	2005-04-08	2005-06-30
600019.SH	2005-04-08	2005-06-30
600020.SH	2005-04-08	2005-06-30
600021.SH	2005-04-08	2005-06-30
600022.SH	2005-04-08	2005-06-30
600026.SH	2005-04-08	2005-06-30
600028.SH	2005-04-08	2005-06-30
600029.SH	2005-04-08	2005-06-30
600030.SH	2005-04-08	2005-06-30
600031.SH	2005-04-08	2005-06-30
600033.SH	2005-04-08	2005-06-30
600035.SH	2005-04-08	2005-06-30
600036.SH	2005-04-08	2005-06-30
600037.SH	2005-04-08	2005-06-30
600050.SH	2005-04-08	2005-06-30
600057.SH	2005-04-08	2005-06-30
600058.SH	2005-04-08	2005-06-30
600060.SH	2005-04-08	2005-06-30
600068.SH	2005-04-08	2005-06-30
600072.SH	2005-04-08	2005-06-30
600073.SH	2005-04-08	2005-06-30
600074.SH	2005-04-08	2005-06-30
600078.SH	2005-04-08	2005-06-30
600085.SH	2005-04-08	2005-06-30
600087.SH	2005-04-08	2005-06-30
600088.SH	2005-04-08	2005-06-30
600089.SH	2005-04-08	2005-06-30
600091.SH	2005-04-08	2005-06-30
600096.SH	2005-04-08	2005-06-30
600098.SH	2005-04-08	2005-06-30
600100.SH	2005-04-08	2005-06-30
600102.SH	2005-04-08	2005-06-30
600103.SH	2005-04-08	2005-06-30
600104.SH	2005-04-08	2005-06-30
600108.SH	2005-04-08	2005-06-30
600110.SH	2005-04-08	2005-06-30
600115.SH	2005-04-08	2005-06-30
600117.SH	2005-04-08	2005-06-30
600121.SH	2005-04-08	2005-06-30
600123.SH	2005-04-08	2005-06-30
600126.SH	2005-04-08	2005-06-30
600135.SH	2005-04-08	2005-06-30
600138.SH	2005-04-08	2005-06-30
600153.SH	2005-04-08	2005-06-30
600166.SH	2005-04-08	2005-06-30
600170.SH	2005-04-08	2005-06-30
600171.SH	2005-04-08	2005-06-30
600177.SH	2005-04-08	2005-06-30
600183.SH	2005-04-08	2005-06-30
600188.SH	2005-04-08	2005-06-30
600190.SH	2005-04-08	2005-06-30
600196.SH	2005-04-08	2005-06-30
600198.SH	2005-04-08	2005-06-30
600205.SH	2005-04-08	2005-06-30
600207.SH	2005-04-08	2005-06-30
600210.SH	2005-04-08	2005-06-30
600215.SH	2005-04-08	2005-06-30
600220.SH	2005-04-08	2005-06-30
600221.SH	2005-04-08	2005-06-30
600228.SH	2005-04-08	2005-06-30
600231.SH	2005-04-08	2005-06-30
600236.SH	2005-04-08	2005-06-30
600256.SH	2005-04-08	2005-06-30
600266.SH	2005-04-08	2005-06-30
600269.SH	2005-04-08	2005-06-30
600270.SH	2005-04-08	2005-06-30
600271.SH	2005-04-08	2005-06-30
600282.SH	2005-04-08	2005-06-30
600296.SH	2005-04-08	2005-06-30
600307.SH	2005-04-08	2005-06-30
600308.SH	2005-04-08	2005-06-30
600309.SH	2005-04-08	2005-06-30
600320.SH	2005-04-08	2005-06-30
600333.SH	2005-04-08	2005-06-30
600348.SH	2005-04-08	2005-06-30
600350.SH	2005-04-08	2005-06-30
600357.SH	2005-04-08	2005-06-30
600362.SH	2005-04-08	2005-06-30
600377.SH	2005-04-08	2005-06-30
600408.SH	2005-04-08	2005-06-30
600428.SH	2005-04-08	2005-06-30
600489.SH	2005-04-08	2005-06-30
600500.SH	2005-04-08	2005-06-30
600508.SH	2005-04-08	2005-06-30
600519.SH	2005-04-08	2005-06-30
600548.SH	2005-04-08	2005-06-30
600569.SH	2005-04-08	2005-06-30
600581.SH	2005-04-08	2005-06-30
600583.SH	2005-04-08	2005-06-30
600585.SH	2005-04-08	2005-06-30
600591.SH	2005-04-08	2005-06-30
600597.SH	2005-04-08	2005-06-30
600598.SH	2005-04-08	2005-06-30
600600.SH	2005-04-08	2005-06-30
600601.SH	2005-04-08	2005-06-30
600602.SH	2005-04-08	2005-06-30
600608.SH	2005-04-08	2005-06-30
600621.SH	2005-04-08	2005-06-30
600630.SH	2005-04-08	2005-06-30
600631.SH	2005-04-08	2005-06-30
600635.SH	2005-04-08	2005-06-30
600637.SH	2005-04-08	2005-06-30
600638.SH	2005-04-08	2005-06-30
600639.SH	2005-04-08	2005-06-30
600641.SH	2005-04-08	2005-06-30
600642.SH	2005-04-08	2005-06-30
600643.SH	2005-04-08	2005-06-30
600649.SH	2005-04-08	2005-06-30
600652.SH	2005-04-08	2005-06-30
600653.SH	2005-04-08	2005-06-30
600654.SH	2005-04-08	2005-06-30
600660.SH	2005-04-08	2005-06-30
600662.SH	2005-04-08	2005-06-30
600663.SH	2005-04-08	2005-06-30
600674.SH	2005-04-08	2005-06-30
600675.SH	2005-04-08	2005-06-30
600688.SH	2005-04-08	2005-06-30
600690.SH	2005-04-08	2005-06-30
600694.SH	2005-04-08	2005-06-30
600705.SH	2005-04-08	2005-06-30
600707.SH	2005-04-08	2005-06-30
600710.SH	2005-04-08	2005-06-30
600717.SH	2005-04-08	2005-06-30
600718.SH	2005-04-08	2005-06-30
600724.SH	2005-04-08	2005-06-30
600726.SH	2005-04-08	2005-06-30
600739.SH	2005-04-08	2005-06-30
600741.SH	2005-04-08	2005-06-30
600744.SH	2005-04-08	2005-06-30
600747.SH	2005-04-08	2005-06-30
600748.SH	2005-04-08	2005-06-30
600757.SH	2005-04-08	2005-06-30
600761.SH	2005-04-08	2005-06-30
600770.SH	2005-04-08	2005-06-30
600779.SH	2005-04-08	2005-06-30
600780.SH	2005-04-08	2005-06-30
600790.SH	2005-04-08	2005-06-30
600795.SH	2005-04-08	2005-06-30
600797.SH	2005-04-08	2005-06-30
600805.SH	2005-04-08	2005-06-30
600808.SH	2005-04-08	2005-06-30
600811.SH	2005-04-08	2005-06-30
600812.SH	2005-04-08	2005-06-30
600820.SH	2005-04-08	2005-06-30
600832.SH	2005-04-08	2005-06-30
600835.SH	2005-04-08	2005-06-30
600838.SH	2005-04-08	2005-06-30
600839.SH	2005-04-08	2005-06-30
600851.SH	2005-04-08	2005-06-30
600854.SH	2005-04-08	2005-06-30
600863.SH	2005-04-08	2005-06-30
600866.SH	2005-04-08	2005-06-30
600868.SH	2005-04-08	2005-06-30
600871.SH	2005-04-08	2005-06-30
600874.SH	2005-04-08	2005-06-30
600879.SH	2005-04-08	2005-06-30
600881.SH	2005-04-08	2005-06-30
600884.SH	2005-04-08	2005-06-30
600886.SH	2005-04-08	2005-06-30
600887.SH	2005-04-08	2005-06-30
600894.SH	2005-04-08	2005-06-30
600895.SH	2005-04-08	2005-06-30
600900.SH	2005-04-08	2005-06-30
600997.SH	2005-04-08	2005-06-30
601607.SH	2005-04-08	2005-06-30
T00018.SH	2005-04-08	2005-06-30
000001.SZ	2005-07-01	2006-01-03
000002.SZ	2005-07-01	2006-01-03
000009.SZ	2005-07-01	2006-01-03
000012.SZ	2005-07-01	2006-01-03
000016.SZ	2005-07-01	2006-01-03
000021.SZ	2005-07-01	2006-01-03
000022.SZ	2005-07-01	2006-01-03
000024.SZ	2005-07-01	2006-01-03
000027.SZ	2005-07-01	2006-01-03
000031.SZ	2005-07-01	2006-01-03
000036.SZ	2005-07-01	2006-01-03
000039.SZ	2005-07-01	2006-01-03
000059.SZ	2005-07-01	2006-01-03
000060.SZ	2005-07-01	2006-01-03
000061.SZ	2005-07-01	2006-01-03
000063.SZ	2005-07-01	2006-01-03
000066.SZ	2005-07-01	2006-01-03
000068.SZ	2005-07-01	2006-01-03
000069.SZ	2005-07-01	2006-01-03
000088.SZ	2005-07-01	2006-01-03
000089.SZ	2005-07-01	2006-01-03
000096.SZ	2005-07-01	2006-01-03
000099.SZ	2005-07-01	2006-01-03
000100.SZ	2005-07-01	2006-01-03
000157.SZ	2005-07-01	2006-01-03
000400.SZ	2005-07-01	2006-01-03
000401.SZ	2005-07-01	2006-01-03
000402.SZ	2005-07-01	2006-01-03
000406.SZ	2005-07-01	2006-01-03
000410.SZ	2005-07-01	2006-01-03
000420.SZ	2005-07-01	2006-01-03
000423.SZ	2005-07-01	2006-01-03
000425.SZ	2005-07-01	2006-01-03
000429.SZ	2005-07-01	2006-01-03
000488.SZ	2005-07-01	2006-01-03
000498.SZ	2005-07-01	2006-01-03
000503.SZ	2005-07-01	2006-01-03
000507.SZ	2005-07-01	2006-01-03
000511.SZ	2005-07-01	2006-01-03
000518.SZ	2005-07-01	2006-01-03
000520.SZ	2005-07-01	2006-01-03
000527.SZ	2005-07-01	2006-01-03
000528.SZ	2005-07-01	2006-01-03
000533.SZ	2005-07-01	2006-01-03
000538.SZ	2005-07-01	2006-01-03
000539.SZ	2005-07-01	2006-01-03
000541.SZ	2005-07-01	2006-01-03
000543.SZ	2005-07-01	2006-01-03
000550.SZ	2005-07-01	2006-01-03
000559.SZ	2005-07-01	2006-01-03
000568.SZ	2005-07-01	2006-01-03
000571.SZ	2005-07-01	2006-01-03
000573.SZ	2005-07-01	2006-01-03
000581.SZ	2005-07-01	2006-01-03
000601.SZ	2005-07-01	2006-01-03
000607.SZ	2005-07-01	2006-01-03
000612.SZ	2005-07-01	2006-01-03
000618.SZ	2005-07-01	2006-01-03
000623.SZ	2005-07-01	2006-01-03
000625.SZ	2005-07-01	2006-01-03
000629.SZ	2005-07-01	2006-01-03
000630.SZ	2005-07-01	2006-01-03
000636.SZ	2005-07-01	2006-01-03
000651.SZ	2005-07-01	2006-01-03
000659.SZ	2005-07-01	2006-01-03
000666.SZ	2005-07-01	2006-01-03
000680.SZ	2005-07-01	2006-01-03
000682.SZ	2005-07-01	2006-01-03
000698.SZ	2005-07-01	2006-01-03
000708.SZ	2005-07-01	2006-01-03
000709.SZ	2005-07-01	2006-01-03
000717.SZ	2005-07-01	2006-01-03
000725.SZ	2005-07-01	2006-01-03
000726.SZ	2005-07-01	2006-01-03
000727.SZ	2005-07-01	2006-01-03
000729.SZ	2005-07-01	2006-01-03
000733.SZ	2005-07-01	2006-01-03
000735.SZ	2005-07-01	2006-01-03
000737.SZ	2005-07-01	2006-01-03
000758.SZ	2005-07-01	2006-01-03
000763.SZ	2005-07-01	2006-01-03
000767.SZ	2005-07-01	2006-01-03
000778.SZ	2005-07-01	2006-01-03
000780.SZ	2005-07-01	2006-01-03
000786.SZ	2005-07-01	2006-01-03
000792.SZ	2005-07-01	2006-01-03
000800.SZ	2005-07-01	2006-01-03
000806.SZ	2005-07-01	2006-01-03
000807.SZ	2005-07-01	2006-01-03
000817.SZ	2005-07-01	2006-01-03
000822.SZ	2005-07-01	2006-01-03
000823.SZ	2005-07-01	2006-01-03
000825.SZ	2005-07-01	2006-01-03
000828.SZ	2005-07-01	2006-01-03
000831.SZ	2005-07-01	2006-01-03
000839.SZ	2005-07-01	2006-01-03
000858.SZ	2005-07-01	2006-01-03
000866.SZ	2005-07-01	2006-01-03
000875.SZ	2005-07-01	2006-01-03
000878.SZ	2005-07-01	2006-01-03
000886.SZ	2005-07-01	2006-01-03
000895.SZ	2005-07-01	2006-01-03
000898.SZ	2005-07-01	2006-01-03
000900.SZ	2005-07-01	2006-01-03
000912.SZ	2005-07-01	2006-01-03
000916.SZ	2005-07-01	2006-01-03
000917.SZ	2005-07-01	2006-01-03
000920.SZ	2005-07-01	2006-01-03
000927.SZ	2005-07-01	2006-01-03
000930.SZ	2005-07-01	2006-01-03
000932.SZ	2005-07-01	2006-01-03
000933.SZ	2005-07-01	2006-01-03
000937.SZ	2005-07-01	2006-01-03
000939.SZ	2005-07-01	2006-01-03
000949.SZ	2005-07-01	2006-01-03
000956.SZ	2005-07-01	2006-01-03
000959.SZ	2005-07-01	2006-01-03
000960.SZ	2005-07-01	2006-01-03
000962.SZ	2005-07-01	2006-01-03
000968.SZ	2005-07-01	2006-01-03
000970.SZ	2005-07-01	2006-01-03
000975.SZ	2005-07-01	2006-01-03
000983.SZ	2005-07-01	2006-01-03
002024.SZ	2005-07-01	2006-01-03
600000.SH	2005-07-01	2006-01-03
600001.SH	2005-07-01	2006-01-03
600002.SH	2005-07-01	2006-01-03
600004.SH	2005-07-01	2006-01-03
600005.SH	2005-07-01	2006-01-03
600006.SH	2005-07-01	2006-01-03
600007.SH	2005-07-01	2006-01-03
600008.SH	2005-07-01	2006-01-03
600009.SH	2005-07-01	2006-01-03
600010.SH	2005-07-01	2006-01-03
600011.SH	2005-07-01	2006-01-03
600012.SH	2005-07-01	2006-01-03
600015.SH	2005-07-01	2006-01-03
600016.SH	2005-07-01	2006-01-03
600019.SH	2005-07-01	2006-01-03
600020.SH	2005-07-01	2006-01-03
600021.SH	2005-07-01	2006-01-03
600022.SH	2005-07-01	2006-01-03
600026.SH	2005-07-01	2006-01-03
600028.SH	2005-07-01	2006-01-03
600029.SH	2005-07-01	2006-01-03
600030.SH	2005-07-01	2006-01-03
600031.SH	2005-07-01	2006-01-03
600033.SH	2005-07-01	2006-01-03
600035.SH	2005-07-01	2006-01-03
600036.SH	2005-07-01	2006-01-03
600037.SH	2005-07-01	2006-01-03
600050.SH	2005-07-01	2006-01-03
600057.SH	2005-07-01	2006-01-03
600058.SH	2005-07-01	2006-01-03
600060.SH	2005-07-01	2006-01-03
600068.SH	2005-07-01	2006-01-03
600073.SH	2005-07-01	2006-01-03
600074.SH	2005-07-01	2006-01-03
600078.SH	2005-07-01	2006-01-03
600085.SH	2005-07-01	2006-01-03
600087.SH	2005-07-01	2006-01-03
600088.SH	2005-07-01	2006-01-03
600089.SH	2005-07-01	2006-01-03
600091.SH	2005-07-01	2006-01-03
600096.SH	2005-07-01	2006-01-03
600098.SH	2005-07-01	2006-01-03
600100.SH	2005-07-01	2006-01-03
600102.SH	2005-07-01	2006-01-03
600103.SH	2005-07-01	2006-01-03
600104.SH	2005-07-01	2006-01-03
600108.SH	2005-07-01	2006-01-03
600110.SH	2005-07-01	2006-01-03
600115.SH	2005-07-01	2006-01-03
600117.SH	2005-07-01	2006-01-03
600121.SH	2005-07-01	2006-01-03
600123.SH	2005-07-01	2006-01-03
600125.SH	2005-07-01	2006-01-03
600126.SH	2005-07-01	2006-01-03
600135.SH	2005-07-01	2006-01-03
600138.SH	2005-07-01	2006-01-03
600153.SH	2005-07-01	2006-01-03
600166.SH	2005-07-01	2006-01-03
600170.SH	2005-07-01	2006-01-03
600171.SH	2005-07-01	2006-01-03
600177.SH	2005-07-01	2006-01-03
600183.SH	2005-07-01	2006-01-03
600188.SH	2005-07-01	2006-01-03
600190.SH	2005-07-01	2006-01-03
600196.SH	2005-07-01	2006-01-03
600198.SH	2005-07-01	2006-01-03
600200.SH	2005-07-01	2006-01-03
600205.SH	2005-07-01	2006-01-03
600207.SH	2005-07-01	2006-01-03
600210.SH	2005-07-01	2006-01-03
600215.SH	2005-07-01	2006-01-03
600220.SH	2005-07-01	2006-01-03
600221.SH	2005-07-01	2006-01-03
600231.SH	2005-07-01	2006-01-03
600236.SH	2005-07-01	2006-01-03
600256.SH	2005-07-01	2006-01-03
600266.SH	2005-07-01	2006-01-03
600267.SH	2005-07-01	2006-01-03
600269.SH	2005-07-01	2006-01-03
600270.SH	2005-07-01	2006-01-03
600282.SH	2005-07-01	2006-01-03
600296.SH	2005-07-01	2006-01-03
600307.SH	2005-07-01	2006-01-03
600308.SH	2005-07-01	2006-01-03
600309.SH	2005-07-01	2006-01-03
600320.SH	2005-07-01	2006-01-03
600333.SH	2005-07-01	2006-01-03
600348.SH	2005-07-01	2006-01-03
600350.SH	2005-07-01	2006-01-03
600357.SH	2005-07-01	2006-01-03
600362.SH	2005-07-01	2006-01-03
600377.SH	2005-07-01	2006-01-03
600380.SH	2005-07-01	2006-01-03
600408.SH	2005-07-01	2006-01-03
600428.SH	2005-07-01	2006-01-03
600500.SH	2005-07-01	2006-01-03
600508.SH	2005-07-01	2006-01-03
600519.SH	2005-07-01	2006-01-03
600548.SH	2005-07-01	2006-01-03
600569.SH	2005-07-01	2006-01-03
600581.SH	2005-07-01	2006-01-03
600583.SH	2005-07-01	2006-01-03
600585.SH	2005-07-01	2006-01-03
600591.SH	2005-07-01	2006-01-03
600597.SH	2005-07-01	2006-01-03
600598.SH	2005-07-01	2006-01-03
600600.SH	2005-07-01	2006-01-03
600601.SH	2005-07-01	2006-01-03
600602.SH	2005-07-01	2006-01-03
600608.SH	2005-07-01	2006-01-03
600621.SH	2005-07-01	2006-01-03
600630.SH	2005-07-01	2006-01-03
600631.SH	2005-07-01	2006-01-03
600635.SH	2005-07-01	2006-01-03
600637.SH	2005-07-01	2006-01-03
600638.SH	2005-07-01	2006-01-03
600639.SH	2005-07-01	2006-01-03
600642.SH	2005-07-01	2006-01-03
600643.SH	2005-07-01	2006-01-03
600649.SH	2005-07-01	2006-01-03
600652.SH	2005-07-01	2006-01-03
600653.SH	2005-07-01	2006-01-03
600654.SH	2005-07-01	2006-01-03
600660.SH	2005-07-01	2006-01-03
600662.SH	2005-07-01	2006-01-03
600663.SH	2005-07-01	2006-01-03
600674.SH	2005-07-01	2006-01-03
600675.SH	2005-07-01	2006-01-03
600688.SH	2005-07-01	2006-01-03
600690.SH	2005-07-01	2006-01-03
600694.SH	2005-07-01	2006-01-03
600705.SH	2005-07-01	2006-01-03
600707.SH	2005-07-01	2006-01-03
600717.SH	2005-07-01	2006-01-03
600718.SH	2005-07-01	2006-01-03
600724.SH	2005-07-01	2006-01-03
600726.SH	2005-07-01	2006-01-03
600739.SH	2005-07-01	2006-01-03
600740.SH	2005-07-01	2006-01-03
600741.SH	2005-07-01	2006-01-03
600744.SH	2005-07-01	2006-01-03
600747.SH	2005-07-01	2006-01-03
600770.SH	2005-07-01	2006-01-03
600779.SH	2005-07-01	2006-01-03
600780.SH	2005-07-01	2006-01-03
600786.SH	2005-07-01	2006-01-03
600790.SH	2005-07-01	2006-01-03
600795.SH	2005-07-01	2006-01-03
600797.SH	2005-07-01	2006-01-03
600805.SH	2005-07-01	2006-01-03
600808.SH	2005-07-01	2006-01-03
600811.SH	2005-07-01	2006-01-03
600812.SH	2005-07-01	2006-01-03
600820.SH	2005-07-01	2006-01-03
600832.SH	2005-07-01	2006-01-03
600835.SH	2005-07-01	2006-01-03
600839.SH	2005-07-01	2006-01-03
600851.SH	2005-07-01	2006-01-03
600854.SH	2005-07-01	2006-01-03
600863.SH	2005-07-01	2006-01-03
600866.SH	2005-07-01	2006-01-03
600868.SH	2005-07-01	2006-01-03
600871.SH	2005-07-01	2006-01-03
600874.SH	2005-07-01	2006-01-03
600879.SH	2005-07-01	2006-01-03
600881.SH	2005-07-01	2006-01-03
600884.SH	2005-07-01	2006-01-03
600886.SH	2005-07-01	2006-01-03
600887.SH	2005-07-01	2006-01-03
600894.SH	2005-07-01	2006-01-03
600895.SH	2005-07-01	2006-01-03
600900.SH	2005-07-01	2006-01-03
600961.SH	2005-07-01	2006-01-03
600997.SH	2005-07-01	2006-01-03
601607.SH	2005-07-01	2006-01-03
T00018.SH	2005-07-01	2006-01-03
000001.SZ	2006-01-04	2006-04-20
000002.SZ	2006-01-04	2006-04-20
000009.SZ	2006-01-04	2006-04-20
000012.SZ	2006-01-04	2006-04-20
000016.SZ	2006-01-04	2006-04-20
000021.SZ	2006-01-04	2006-04-20
000022.SZ	2006-01-04	2006-04-20
000024.SZ	2006-01-04	2006-04-20
000027.SZ	2006-01-04	2006-04-20
000031.SZ	2006-01-04	2006-04-20
000036.SZ	2006-01-04	2006-04-20
000039.SZ	2006-01-04	2006-04-20
000059.SZ	2006-01-04	2006-04-20
000060.SZ	2006-01-04	2006-04-20
000061.SZ	2006-01-04	2006-04-20
000063.SZ	2006-01-04	2006-04-20
000066.SZ	2006-01-04	2006-04-20
000068.SZ	2006-01-04	2006-04-20
000069.SZ	2006-01-04	2006-04-20
000088.SZ	2006-01-04	2006-04-20
000089.SZ	2006-01-04	2006-04-20
000099.SZ	2006-01-04	2006-04-20
000100.SZ	2006-01-04	2006-04-20
000157.SZ	2006-01-04	2006-04-20
000400.SZ	2006-01-04	2006-04-20
000401.SZ	2006-01-04	2006-04-20
000402.SZ	2006-01-04	2006-04-20
000406.SZ	2006-01-04	2006-04-20
000410.SZ	2006-01-04	2006-04-20
000422.SZ	2006-01-04	2006-04-20
000423.SZ	2006-01-04	2006-04-20
000425.SZ	2006-01-04	2006-04-20
000429.SZ	2006-01-04	2006-04-20
000488.SZ	2006-01-04	2006-04-20
000503.SZ	2006-01-04	2006-04-20
000507.SZ	2006-01-04	2006-04-20
000511.SZ	2006-01-04	2006-04-20
000518.SZ	2006-01-04	2006-04-20
000520.SZ	2006-01-04	2006-04-20
000527.SZ	2006-01-04	2006-04-20
000528.SZ	2006-01-04	2006-04-20
000533.SZ	2006-01-04	2006-04-20
000538.SZ	2006-01-04	2006-04-20
000539.SZ	2006-01-04	2006-04-20
000541.SZ	2006-01-04	2006-04-20
000543.SZ	2006-01-04	2006-04-20
000550.SZ	2006-01-04	2006-04-20
000559.SZ	2006-01-04	2006-04-20
000568.SZ	2006-01-04	2006-04-20
000571.SZ	2006-01-04	2006-04-20
000573.SZ	2006-01-04	2006-04-20
000581.SZ	2006-01-04	2006-04-20
000599.SZ	2006-01-04	2006-04-20
000601.SZ	2006-01-04	2006-04-20
000607.SZ	2006-01-04	2006-04-20
000623.SZ	2006-01-04	2006-04-20
000625.SZ	2006-01-04	2006-04-20
000629.SZ	2006-01-04	2006-04-20
000630.SZ	2006-01-04	2006-04-20
000636.SZ	2006-01-04	2006-04-20
000651.SZ	2006-01-04	2006-04-20
000652.SZ	2006-01-04	2006-04-20
000659.SZ	2006-01-04	2006-04-20
000666.SZ	2006-01-04	2006-04-20
000680.SZ	2006-01-04	2006-04-20
000682.SZ	2006-01-04	2006-04-20
000698.SZ	2006-01-04	2006-04-20
000707.SZ	2006-01-04	2006-04-20
000708.SZ	2006-01-04	2006-04-20
000709.SZ	2006-01-04	2006-04-20
000717.SZ	2006-01-04	2006-04-20
000725.SZ	2006-01-04	2006-04-20
000726.SZ	2006-01-04	2006-04-20
000727.SZ	2006-01-04	2006-04-20
000729.SZ	2006-01-04	2006-04-20
000733.SZ	2006-01-04	2006-04-20
000735.SZ	2006-01-04	2006-04-20
000737.SZ	2006-01-04	2006-04-20
000758.SZ	2006-01-04	2006-04-20
000767.SZ	2006-01-04	2006-04-20
000768.SZ	2006-01-04	2006-04-20
000778.SZ	2006-01-04	2006-04-20
000780.SZ	2006-01-04	2006-04-20
