date,portfolio_value,cumulative_return,drawdown
2020-02-05,999010.4746,0.0,0.0
2020-02-06,1019002.1106,2.001143782601944,0.0
2020-02-07,1022190.4345000001,2.3202919778475106,0.0
2020-02-10,1029102.7984,3.012213041314604,-0.05909894530900106
2020-02-11,1028494.6095,2.951333909867704,0.0
2020-02-12,1030549.7503,3.157051552700496,-0.02321738469492963
2020-02-13,1030310.4836,3.1331011832015587,0.0
2020-02-14,1036437.3074,3.746390428487323,0.0
2020-02-17,1051849.9573,5.289182049983676,0.0
2020-02-18,1058997.2532,6.004619583595305,0.0
2020-02-19,1060269.2976000002,6.131950020296628,0.0
2020-02-20,1070154.6974,7.121469154613802,0.0
2020-02-21,1081509.027,8.258026767240079,0.0
2020-02-24,1090940.7129000002,9.20212957094455,-1.0248576176315816
2020-02-25,1079760.1239000002,8.082963227420837,-1.3516971564522309
2020-02-26,1076194.4983051512,7.726047490748833,-1.6438868721294975
2020-02-27,1073006.8817379212,7.4069700988419696,-3.7471147724119414
2020-02-28,1050061.912288668,5.1102004420032765,-0.998248613345604
2020-03-02,1080050.4123610533,8.112020826758748,-0.815171901801792
2020-03-03,1082047.6707431232,8.311944494513025,0.0
2020-03-04,1105475.184412188,10.657016369604744,-0.05515384449983556
2020-03-05,1104865.472347993,10.595984770868094,0.0
2020-03-06,1127988.748662326,12.910602775608382,-0.871925530048332
2020-03-09,1118153.5267866666,11.926106403876414,0.0
2020-03-10,1143741.3647835513,14.487424693069517,0.0
2020-03-11,1154756.061411332,15.589985367640114,-1.246517076254352
2020-03-12,1140361.8299167575,14.14913646159257,-3.033222262882527
2020-03-13,1119729.743474618,12.083884197806194,-6.320275433788776
2020-03-16,1081772.2977417647,8.284379918529105,-6.0424685575187365
2020-03-17,1084980.2894845104,8.605496846159944,-6.538774857936856
2020-03-18,1079249.162397266,8.03181646612796,-7.974600179766564
2020-03-19,1062668.8824621586,6.372146186720129,-5.676297679078163
2020-03-20,1089208.6698984262,9.028753710969962,-8.391794758021573
2020-03-23,1057851.3027818794,5.889911034760575,-5.589135174046815
2020-03-24,1090215.1842085535,9.129504837781766,-3.089565893231001
2020-03-25,1119079.1119879498,12.018756603730797,-3.356803852841134
2020-03-26,1115993.16545096,11.709856285320663,-2.7139066178118134
2020-03-27,1123417.060241107,12.45298110522004,-4.070186026023325
2020-03-30,1107755.3415651107,10.885257935724034,-3.773603850884587
2020-03-31,1111180.1422095909,11.228077228569934,-4.234514089335894
2020-04-01,1105857.753293409,10.695311151386111,-3.0839087687926314
2020-04-02,1119144.4379753037,12.02529567304136,-3.592239853617939
2020-04-03,1113274.4539612455,11.437715846472617,0.0
2020-04-07,1157878.624234392,15.902550941520644,-0.8243918695552759
2020-04-08,1148333.1669968853,14.947059734951583,-0.40489797310663533
2020-04-09,1153190.397153832,15.43326386197954,-0.5267781766259264
2020-04-10,1151779.1723301087,15.292001597007964,-1.1297423208361255
2020-04-13,1144797.579392501,14.593150772605611,0.0
