trade_date,ts_code
20220315,002558.SZ
20220315,603309.SH
20220315,300181.SZ
20220315,600380.SH
20220315,002216.SZ
20220315,002060.SZ
20220315,000661.SZ
20220315,601696.SH
20220315,000589.SZ
20220316,300181.SZ
20220316,601696.SH
20220316,002920.SZ
20220316,688687.SH
20220316,002060.SZ
20220317,002920.SZ
20220317,688687.SH
20220317,002060.SZ
20220317,300181.SZ
20220318,002558.SZ
20220318,600789.SH
20220318,300181.SZ
20220318,002920.SZ
20220318,688687.SH
20220318,002060.SZ
20220318,002555.SZ
20220318,000887.SZ
20220318,002472.SZ
20220318,600511.SH
20220321,002558.SZ
20220321,600789.SH
20220321,300181.SZ
20220321,002920.SZ
20220321,002060.SZ
20220321,002555.SZ
20220321,000887.SZ
20220321,002472.SZ
20220321,600511.SH
20220322,002558.SZ
20220322,600789.SH
20220322,300181.SZ
20220322,002920.SZ
20220322,601899.SH
20220322,002555.SZ
20220322,000887.SZ
20220322,601108.SH
20220322,002472.SZ
20220322,600511.SH
20220323,002558.SZ
20220323,600789.SH
20220323,002555.SZ
20220323,601108.SH
20220323,002920.SZ
20220323,002472.SZ
20220323,601899.SH
20220324,002558.SZ
20220324,600789.SH
20220324,600875.SH
20220324,002555.SZ
20220324,002236.SZ
20220324,600016.SH
20220324,601899.SH
20220325,002558.SZ
20220325,600789.SH
20220325,600916.SH
20220325,002236.SZ
20220325,600016.SH
20220325,601899.SH
20220325,600875.SH
20220325,002555.SZ
20220325,000756.SZ
20220325,300824.SZ
20220328,002558.SZ
20220328,600789.SH
20220328,600916.SH
20220328,000756.SZ
20220328,600016.SH
20220328,601899.SH
20220406,002558.SZ
20220406,600789.SH
20220406,600916.SH
20220406,600016.SH
20220406,601899.SH
20220406,601601.SH
20220406,601888.SH
20220406,002352.SZ
20220412,002558.SZ
20220412,600789.SH
20220412,600916.SH
20220412,601601.SH
20220412,002352.SZ
20220412,600016.SH
20220412,601899.SH
20220413,300856.SZ
20220413,002352.SZ
20220413,300910.SZ
20220414,300856.SZ
20220414,002352.SZ
20220414,300910.SZ
20220414,605337.SH
20220415,300856.SZ
20220415,605337.SH
20220415,603027.SH
20220415,688111.SH
20220415,300218.SZ
20220415,002946.SZ
20220415,002352.SZ
20220415,603345.SH
20220415,603899.SH
20220418,300856.SZ
20220418,605337.SH
20220418,603027.SH
20220418,688111.SH
20220418,300218.SZ
20220418,600660.SH
20220418,002946.SZ
20220418,002352.SZ
20220418,603345.SH
20220418,603899.SH
20220419,300856.SZ
20220419,605337.SH
20220419,603027.SH
20220419,688111.SH
20220419,300218.SZ
20220419,600660.SH
20220419,002352.SZ
20220419,603345.SH
20220419,603899.SH
20220420,600662.SH
20220420,300856.SZ
20220420,605337.SH
20220420,603027.SH
20220420,688111.SH
20220420,300218.SZ
20220420,600660.SH
20220420,002352.SZ
20220420,603345.SH
20220420,603899.SH
20220421,300218.SZ
20220421,300856.SZ
20220421,600662.SH
20220421,600660.SH
20220421,603899.SH
20220421,688111.SH
20220425,300218.SZ
20220425,300856.SZ
20220425,603899.SH
20220425,600021.SH
20220426,603129.SH
20220426,603337.SH
20220426,600021.SH
20220427,000063.SZ
20220427,603337.SH
20220428,300856.SZ
20220428,603337.SH
20220428,002444.SZ
20220428,600885.SH
20220428,000063.SZ
20220428,002318.SZ
20220429,300856.SZ
20220429,603337.SH
20220429,600905.SH
20220429,000063.SZ
20220429,000598.SZ
20220429,600284.SH
20220429,002444.SZ
20220429,600885.SH
20220429,002056.SZ
20220429,002318.SZ
20220505,300856.SZ
20220505,603337.SH
20220505,600905.SH
20220505,000598.SZ
20220505,600284.SH
20220505,002444.SZ
20220505,600885.SH
20220505,002056.SZ
20220505,002318.SZ
20220506,300856.SZ
20220506,603337.SH
20220506,000552.SZ
20220506,600905.SH
20220506,000598.SZ
20220506,600284.SH
20220506,002444.SZ
20220506,600885.SH
20220506,002056.SZ
20220506,002318.SZ
20220509,300856.SZ
20220509,000552.SZ
20220509,600905.SH
20220509,000598.SZ
20220509,600284.SH
20220509,002444.SZ
20220509,600885.SH
20220509,002056.SZ
20220509,002318.SZ
20220510,300856.SZ
20220510,000552.SZ
20220510,600905.SH
20220510,000598.SZ
20220510,600284.SH
20220510,600885.SH
20220510,300017.SZ
20220510,600602.SH
20220510,002056.SZ
20220510,002318.SZ
20220511,000552.SZ
20220511,600905.SH
20220511,000598.SZ
20220511,000875.SZ
20220511,600021.SH
20220511,600885.SH
20220511,300017.SZ
20220511,600602.SH
20220511,002318.SZ
20220511,600008.SH
20220512,000552.SZ
20220512,600905.SH
20220512,000598.SZ
20220512,000875.SZ
20220512,600021.SH
20220512,300017.SZ
20220512,600602.SH
20220512,600030.SH
20220512,002318.SZ
20220512,600008.SH
20220516,000552.SZ
20220516,600905.SH
20220516,600602.SH
20220516,600030.SH
20220516,000598.SZ
20220516,600021.SH
20220517,000552.SZ
20220517,600905.SH
20220517,603897.SH
20220517,000598.SZ
20220517,600021.SH
20220517,603915.SH
20220517,600602.SH
20220517,600030.SH
20220518,000552.SZ
20220518,600905.SH
20220518,000338.SZ
20220518,603897.SH
20220518,000598.SZ
20220518,600019.SH
20220518,600021.SH
20220518,603915.SH
20220518,600030.SH
20220519,000552.SZ
20220519,600905.SH
20220519,000338.SZ
20220519,600958.SH
20220519,603897.SH
20220519,000598.SZ
20220519,600021.SH
20220519,603915.SH
20220519,600030.SH
20220524,000552.SZ
20220524,600905.SH
20220524,000338.SZ
20220524,600958.SH
20220524,600547.SH
20220524,000598.SZ
20220524,600021.SH
20220524,603093.SH
20220524,603915.SH
20220524,600030.SH
20220526,000552.SZ
20220526,000338.SZ
20220526,600547.SH
20220526,000598.SZ
20220526,600021.SH
20220526,603093.SH
20220526,603915.SH
20220526,600030.SH
20220527,000552.SZ
20220527,000338.SZ
20220527,600547.SH
20220527,000598.SZ
20220527,600021.SH
20220527,603093.SH
20220527,601107.SH
20220527,600030.SH
20220608,601107.SH
20220608,603456.SH
20220608,600547.SH
20220608,600030.SH
20220608,000598.SZ
20220608,600021.SH
20220608,603093.SH
20220609,603456.SH
20220609,600547.SH
20220609,601128.SH
20220609,600030.SH
20220609,000598.SZ
20220609,600021.SH
20220609,603093.SH
20220616,603456.SH
20220616,600547.SH
20220616,601128.SH
20220616,000598.SZ
20220616,600021.SH
20220616,603093.SH
20220621,603456.SH
20220621,001979.SZ
20220621,600547.SH
20220621,601128.SH
20220621,000598.SZ
20220621,603093.SH
20220629,600729.SH
20220629,603456.SH
20220629,000598.SZ
20220630,601789.SH
20220630,600729.SH
20220630,603456.SH
20220705,601789.SH
20220705,600729.SH
20220707,600729.SH
20220713,601789.SH
20220714,601789.SH
20220714,603856.SH
20220715,603856.SH
20220718,601928.SH
20220720,601928.SH
20220720,603056.SH
20220720,600989.SH
20220720,002265.SZ
20220720,002463.SZ
20220720,600968.SH
20220720,600233.SH
20220721,600737.SH
20220721,603056.SH
20220721,002507.SZ
20220721,600233.SH
20220721,601928.SH
20220721,605016.SH
20220721,002265.SZ
20220721,002463.SZ
