date,stock_code,quantity,avg_price,current_price,market_value
2022-10-13,601199.SH,19500,6.689897835084168,7.07970290578986,138054.20666290226
2022-10-13,601669.SH,18100,7.601916721396148,7.633329600410183,138163.2657674243
2022-10-14,002332.SZ,12900,9.556659393279098,10.84371866434989,139883.97077011358
2022-10-14,603456.SH,3200,39.14081923467081,44.24585532190614,141586.73703009964
2022-10-14,600060.SH,9900,11.778733763702167,12.94577783928252,128163.20060889695
2022-10-14,300181.SZ,13500,9.33550786439557,9.929604698010815,134049.663423146
2022-10-14,600062.SH,6700,19.14839816178183,20.085940322793835,134575.8001627187
2022-10-14,600380.SH,11600,10.844295118300813,11.407951885140674,132332.24186763182
2022-10-14,601199.SH,17900,6.689897835084168,7.090238177971096,126915.26338568261
2022-10-14,601669.SH,16500,7.601916721396148,7.612387681067493,125604.39673761364
2022-10-14,600219.SH,36800,3.447108987044237,3.45765060474162,127241.54225449162
2022-10-14,000630.SZ,44900,2.8256371062676133,2.857149787750152,128286.02546998182
2022-10-17,300181.SZ,19000,9.498434913375364,10.106733008468511,192027.92716090172
2022-10-17,600062.SH,9300,19.413556926171175,20.02047826850988,186190.4478971419
2022-10-17,600380.SH,16000,11.076094965579934,11.790630234868877,188650.08375790203
2022-10-17,601199.SH,26600,6.813944724075251,7.269337805052089,193364.38561438557
2022-10-17,601669.SH,24700,7.605392910436837,7.81133591482304,192939.99709612908
2022-10-17,600219.SH,54700,3.4436593534650197,3.447108987044237,188556.86159131976
2022-10-17,000630.SZ,66300,2.8290276109620645,2.83614133342846,188036.1704063069
2022-10-18,300181.SZ,13200,9.498434913375364,10.429731692244308,137672.45833762488
2022-10-18,600062.SH,6700,19.413556926171175,20.576905729923503,137865.26839048747
2022-10-18,600380.SH,11400,11.076094965579934,12.47324566951918,142195.00063251864
2022-10-18,601199.SH,18400,6.813944724075251,7.216661444145914,132786.5705722848
2022-10-18,601669.SH,17100,7.605392910436837,7.842748793837074,134111.00437461396
2022-10-18,600219.SH,38700,3.4436593534650197,3.373317663162556,130547.39356439092
2022-10-18,000630.SZ,46900,2.8290276109620645,2.8256371062676133,132522.38028395106
2022-10-18,601117.SH,14900,8.91731299051094,8.91731299051094,132867.963558613
2022-10-18,000338.SZ,12800,10.382673851362194,10.329755024392966,132220.86431222997
2022-10-18,000768.SZ,4800,27.293088522115774,27.10059829126195,130082.87179805736
2022-10-19,300181.SZ,14200,9.564019193577401,10.158829570367834,144255.37989922325
2022-10-19,600380.SH,11900,11.132625949337724,12.1939939007986,145108.52741950334
2022-10-19,601199.SH,20700,6.852838097315749,7.269337805052089,150475.29256457824
2022-10-19,601669.SH,19000,7.625987210875457,7.863690713179762,149410.12355041548
2022-10-19,600219.SH,44100,3.4337552749344264,3.3522344277677902,147833.53826455955
2022-10-19,000630.SZ,52700,2.827498399486529,2.783620197624229,146696.78441479686
2022-10-19,601117.SH,16700,8.913813667059632,8.76580524552653,146388.94760029303
2022-10-19,000338.SZ,14300,10.378233110637504,10.266252432029894,146807.40977802748
2022-10-19,000768.SZ,5500,27.247959233542392,27.11072935604373,149109.0114582405
2022-10-20,300181.SZ,13000,9.564019193577401,10.263022694166478,133419.29502416422
2022-10-20,600380.SH,11000,11.132625949337724,12.214679217000127,134361.4713870014
2022-10-20,601199.SH,18300,6.852838097315749,7.374690526864438,134956.83664161921
2022-10-20,601669.SH,16900,7.625987210875457,7.769452076137662,131303.7400867265
2022-10-20,600219.SH,39900,3.4337552749344264,3.341692810070407,133333.54312180923
2022-10-20,000630.SZ,47900,2.827498399486529,2.752107516141691,131825.95002318698
2022-10-20,601117.SH,15300,8.913813667059632,8.679229391249724,132792.20968612077
2022-10-20,000338.SZ,13000,10.378233110637504,10.202749839666824,132635.7479156687
2022-10-20,000768.SZ,5000,27.247959233542392,26.796666347808543,133983.3317390427
2022-10-20,601018.SH,33700,3.930763414569325,3.8665002524782732,130301.0585085178
2022-10-21,300181.SZ,18600,9.743101887664844,11.06530974741604,205814.76130193833
2022-10-21,601669.SH,24200,7.678739588281099,7.978871269564553,193088.68472346218
2022-10-21,600219.SH,56200,3.4131687724371162,3.3100679569782585,186025.81918217812
2022-10-21,000630.SZ,68100,2.811367341244715,2.7731159704633828,188849.19758855636
2022-10-21,601117.SH,21600,8.861175310050951,8.863203081587935,191445.1865622994
2022-10-21,000338.SZ,18400,10.342409471738984,10.160015808924763,186944.29088421565
2022-10-21,000768.SZ,7000,27.139280538610564,26.715617829554304,187009.32480688012
2022-10-24,601669.SH,28200,7.716855730446975,7.968400309893209,224708.8887389885
2022-10-24,600219.SH,67200,3.4014688381211373,3.2679014861887263,219602.97987188242
2022-10-24,000630.SZ,80300,2.8087476204376465,2.752107516141691,220994.23354617777
2022-10-24,601117.SH,25300,8.859889200251892,8.733339300172728,220953.48429437002
2022-10-24,000338.SZ,22000,10.316059656702826,9.860877593730345,216939.3070620676
2022-10-24,000768.SZ,8200,27.155858644617116,28.184622222912427,231113.90222788192
2022-10-25,601669.SH,33600,7.752234039445007,8.031226067921276,269849.19588215486
2022-10-25,000630.SZ,97200,2.7970733488160415,2.741603288980844,266483.83968893805
2022-10-25,601117.SH,30700,8.828111904857375,8.679229391249724,266452.3423113665
2022-10-25,000768.SZ,9400,27.282016855574756,28.488554166365834,267792.40916383883
2022-10-25,002850.SZ,2700,97.32112225192687,93.944016808132,253648.8453819564
2022-10-26,601669.SH,33600,7.752234039445007,8.031226067921276,269849.19588215486
2022-10-26,000630.SZ,97200,2.7970733488160415,2.7626117433025366,268525.86144900654
2022-10-26,601117.SH,30700,8.828111904857375,8.657585427680523,265787.8726297921
2022-10-26,000768.SZ,9400,27.282016855574756,29.106549118054424,273601.56170971156
2022-10-26,002850.SZ,2700,97.32112225192687,97.38160772256198,262930.34085091733
2022-10-27,000630.SZ,242700,2.7890081098444357,2.804628651945921,680683.373827275
2022-10-27,002850.SZ,6800,98.43951046386665,98.65180260589976,670832.2577201184
2022-10-28,000630.SZ,69000,2.7890081098444357,2.6995863803374593,186271.4602432847
2022-10-28,002867.SZ,10100,18.80992588829419,18.23242816365358,184147.52445290115
2022-10-28,000933.SZ,11800,16.166391601851135,16.005585319339353,188865.90676820435
2022-10-28,603444.SH,600,295.15999499710364,282.1382305119373,169282.93830716237
2022-10-28,600373.SH,19100,10.006493700933357,9.736682030216514,185970.62677713542
2022-10-28,605599.SH,20200,9.441762621789195,9.307617360496014,188013.87068201948
2022-10-28,000685.SZ,26000,7.335731261502012,7.213654039298499,187555.00502176097
2022-10-31,000630.SZ,69000,2.7890081098444357,2.6470652445332292,182647.5018727928
2022-10-31,002867.SZ,10100,18.80992588829419,18.265428033633043,184480.82313969373
2022-10-31,000933.SZ,11800,16.166391601851135,15.040747624268661,177480.8219663702
2022-10-31,603444.SH,600,295.15999499710364,276.33269384563397,165799.61630738038
2022-10-31,600373.SH,19100,10.006493700933357,10.006493700933357,191124.0296878271
2022-10-31,605599.SH,20200,9.441762621789195,9.328255093002657,188430.75287865367
2022-10-31,000685.SZ,26000,7.335731261502012,7.20255611000727,187266.45886018904
2022-11-01,002867.SZ,14000,18.690419216297133,19.618422702791047,274657.9178390747
2022-11-01,600373.SH,25900,9.994173946957366,10.112072180779077,261902.66948217808
2022-11-01,605599.SH,27500,9.419849102182141,9.493356953055802,261067.31620903456
2022-11-01,000685.SZ,35800,7.2992754937744015,7.3468291907932395,263016.48503039795
2022-11-01,603689.SH,22800,11.314840606906804,11.83386999254473,269812.23583001987
2022-11-02,002867.SZ,6900,18.690419216297133,20.063920947513804,138441.05453784525
2022-11-02,600373.SH,13100,9.994173946957366,10.18245783400956,133390.19762552524
2022-11-02,605599.SH,14100,9.419849102182141,9.524313551815768,134292.82108060233
2022-11-02,000685.SZ,18200,7.2992754937744015,7.369025049375696,134116.25589863767
2022-11-02,603689.SH,11300,11.314840606906804,11.596599416253108,131041.57340366012
2022-11-02,000338.SZ,12900,10.330951931893004,10.416419993377124,134371.8179145649
2022-11-02,601138.SH,14400,9.260379240310026,9.445804973037083,136019.59161173398
2022-11-02,601688.SH,10000,13.227106863583655,13.237895694630623,132378.95694630622
2022-11-02,601601.SH,5700,23.285462725988207,23.422101138072247,133505.9764870118
2022-11-02,600030.SH,6600,19.921410663752184,20.15776638349162,133041.25813104468
2022-11-03,002867.SZ,6900,18.690419216297133,19.56892289782185,135025.56799497077
2022-11-03,600373.SH,13100,9.994173946957366,10.18245783400956,133390.19762552524
2022-11-03,605599.SH,14100,9.419849102182141,9.534632418069089,134438.31709477416
2022-11-03,000685.SZ,18200,7.2992754937744015,7.302437473628326,132904.36202003554
2022-11-03,603689.SH,11300,11.314840606906804,11.655917060326013,131711.86278168394
2022-11-03,000338.SZ,12900,10.330951931893004,10.459154024119183,134923.08691113745
2022-11-03,601138.SH,14400,9.260379240310026,9.413082784908779,135548.39210268643
2022-11-03,601688.SH,10000,13.227106863583655,13.108429722067,131084.29722066998
2022-11-03,601601.SH,5700,23.285462725988207,23.2513031229672,132532.42780091305
2022-11-03,600030.SH,6600,19.921410663752184,19.955175766572104,131704.1600593759
2022-11-04,002867.SZ,6900,18.690419216297133,19.96492133757541,137757.95722927034
2022-11-04,600373.SH,13100,9.994173946957366,10.2763053716502,134619.6003686176
2022-11-04,605599.SH,14100,9.419849102182141,9.61718334809566,135602.2852081488
2022-11-04,000685.SZ,18200,7.2992754937744015,7.502200200870438,136540.04365584196
2022-11-04,603689.SH,11300,11.314840606906804,11.685575882362466,132047.00747069585
2022-11-04,000338.SZ,12900,10.330951931893004,10.74760873162809,138644.15263800236
2022-11-04,601138.SH,14400,9.260379240310026,9.478527161165387,136490.79112078156
2022-11-04,601688.SH,10000,13.227106863583655,13.453672315569998,134536.7231557
2022-11-04,601601.SH,5700,23.285462725988207,24.33302388529917,138698.23614620528
2022-11-04,600030.SH,6600,19.921410663752184,20.540437548784034,135566.8878219746
2022-11-07,002867.SZ,6900,18.690419216297133,20.393919647308437,140718.04556642822
2022-11-07,600373.SH,13100,9.994173946957366,10.393614793701001,136156.3537974831
2022-11-07,605599.SH,14100,9.419849102182141,9.699734278122232,136766.2533215235
2022-11-07,000685.SZ,18200,7.2992754937744015,7.55768984732658,137549.95522134376
2022-11-07,603689.SH,11300,11.314840606906804,11.893187636617636,134393.0202937793
2022-11-07,000338.SZ,12900,10.330951931893004,10.694191193200513,137955.06639228662
2022-11-07,601138.SH,14400,9.260379240310026,9.478527161165387,136490.79112078156
2022-11-07,601688.SH,10000,13.227106863583655,13.44288348452303,134428.8348452303
2022-11-07,601601.SH,5700,23.285462725988207,24.5607545721059,139996.3010610036
2022-11-07,600030.SH,6600,19.921410663752184,20.562947617330643,135715.45427438224
2022-11-08,002867.SZ,6900,18.690419216297133,20.294920037370048,140034.94825785334
2022-11-08,600373.SH,13100,9.994173946957366,10.393614793701001,136156.3537974831
2022-11-08,605599.SH,14100,9.419849102182141,9.61718334809566,135602.2852081488
2022-11-08,000685.SZ,18200,7.2992754937744015,7.546591918035352,137347.97290824342
2022-11-08,603689.SH,11300,11.314840606906804,11.893187636617636,134393.0202937793
2022-11-08,000338.SZ,12900,10.330951931893004,10.630090147087424,137128.16289742777
2022-11-08,601138.SH,14400,9.260379240310026,9.511249349293692,136961.99062982918
2022-11-08,601688.SH,10000,13.227106863583655,13.399728160335155,133997.28160335156
2022-11-08,601601.SH,5700,23.285462725988207,24.606300709467245,140255.9140439633
2022-11-08,600030.SH,6600,19.921410663752184,20.57420265160395,135789.73750058608
2022-11-09,002867.SZ,7400,18.80440573629859,20.657918607144147,152868.5976928667
2022-11-09,600373.SH,14600,10.034007156327764,10.31149819826544,150547.87369467542
2022-11-09,000685.SZ,20000,7.32453041286652,7.546591918035352,150931.83836070704
2022-11-09,603689.SH,12800,11.379140006243647,11.655917060326013,149195.73837217296
2022-11-09,000338.SZ,14200,10.35931589243835,10.619406639401909,150795.5742795071
2022-11-09,601138.SH,16000,9.282194032395562,9.423990180951547,150783.84289522475
2022-11-09,601688.SH,11300,13.245724757868249,13.302628680912436,150319.70409431052
2022-11-09,601601.SH,6100,23.371328394784186,24.002814389429407,146417.1677755194
2022-11-09,600030.SH,7300,19.982927905876146,20.540437548784034,149945.19410612344
2022-11-10,002867.SZ,6700,18.80440573629859,20.113420752482998,134759.91904163608
2022-11-10,600373.SH,13200,10.034007156327764,10.452269504726402,137969.9574623885
2022-11-10,000685.SZ,18100,7.32453041286652,7.5687877766178095,136995.05875678235
2022-11-10,603689.SH,11700,11.379140006243647,11.700405293380692,136894.7419325541
2022-11-10,000338.SZ,12900,10.35931589243835,10.598039624030879,136714.71114999833
2022-11-10,601138.SH,14400,9.282194032395562,9.40217538886601,135391.32559967053
2022-11-10,601688.SH,10300,13.245724757868249,13.378150498241217,137794.95013188454
2022-11-10,601601.SH,5700,23.371328394784186,24.23054507623614,138114.106934546
2022-11-10,600030.SH,6700,19.982927905876146,20.743028165703546,138978.28871021376
2022-11-10,603833.SH,1000,130.32302148281698,129.90471848082456,129904.71848082455
2022-11-11,002867.SZ,6700,18.80440573629859,20.921917566979854,140176.84769876502
2022-11-11,600373.SH,13200,10.034007156327764,10.464000446931482,138124.80589949558
2022-11-11,000685.SZ,18100,7.32453041286652,7.657571210947637,138602.03891815222
2022-11-11,603689.SH,11700,11.379140006243647,11.700405293380692,136894.7419325541
2022-11-11,000338.SZ,12900,10.35931589243835,10.907861346910815,140711.4113751495
2022-11-11,601138.SH,14400,9.282194032395562,9.642138101806907,138846.78866601945
2022-11-11,601688.SH,10300,13.245724757868249,13.615504781274527,140239.69924712763
2022-11-11,601601.SH,5700,23.371328394784186,25.07314861742104,142916.94711929993
2022-11-11,600030.SH,6700,19.982927905876146,21.339544982188784,142974.95138066486
2022-11-11,603833.SH,1000,130.32302148281698,141.15562681027637,141155.6268102764
2022-11-14,002867.SZ,6700,18.80440573629859,21.301416071743684,142719.48768068268
2022-11-14,600373.SH,13200,10.034007156327764,10.475731389136563,138279.65433660263
2022-11-14,000685.SZ,18100,7.32453041286652,7.690864998821322,139204.65647866591
2022-11-14,603689.SH,11700,11.379140006243647,11.5372817721802,134986.19673450835
2022-11-14,000338.SZ,12900,10.35931589243835,11.19631605441972,144432.47710201438
2022-11-14,601138.SH,14400,9.282194032395562,9.762119458277354,140574.5201991939
2022-11-14,601688.SH,10300,13.245724757868249,13.820492571166936,142351.07348301943
2022-11-14,601601.SH,5700,23.371328394784186,25.53999652537484,145577.9801946366
2022-11-14,600030.SH,6700,19.982927905876146,21.609665804748133,144784.76089181248
2022-11-14,603833.SH,1000,130.32302148281698,150.47368678569416,150473.68678569415
2022-11-15,002867.SZ,6700,18.80440573629859,21.26841620176422,142498.38855182027
2022-11-15,600373.SH,13500,10.04304118757651,10.593040811187363,143006.0509510294
2022-11-15,000685.SZ,18400,7.330322314877339,7.790746362442378,143349.73306893976
2022-11-15,603689.SH,12100,11.387799432460644,11.67074647134424,141216.0323032653
2022-11-15,000338.SZ,12700,10.35931589243835,11.217683069790748,142464.57498634252
2022-11-15,601138.SH,14500,9.28557908633987,9.871193418705035,143132.304571223
2022-11-15,601688.SH,10300,13.245724757868249,14.176523995716902,146018.1971558841
2022-11-15,601601.SH,5600,23.371328394784186,25.915752158605947,145128.2120881933
2022-11-15,600030.SH,6600,19.982927905876146,22.284967861146512,147080.78788356698
2022-11-15,601009.SH,12500,11.32368087484746,11.437715928974825,142971.4491121853
2022-11-16,002867.SZ,6700,18.80440573629859,21.43341555166154,143603.8841961323
2022-11-16,600373.SH,13500,10.04304118757651,10.604771753392443,143164.41867079798
2022-11-16,000685.SZ,18400,7.330322314877339,7.7796484331511495,143145.53116998114
2022-11-16,603689.SH,12100,11.387799432460644,12.456705255310244,150726.13358925394
