date,portfolio_value,cumulative_return,drawdown
2022-02-08,999012.5721539202,0.0,0.0
2022-02-09,1027457.1232307211,2.8472665779843975,0.0
2022-02-10,1049096.7793654727,5.013371063345939,-0.19830355351975618
2022-02-11,1047016.3831721297,4.805125816856437,-1.4009438891297719
2022-02-14,1034399.5221438949,3.5421926586648222,-2.3011853896996315
2022-02-15,1024955.1175549051,2.596818711205162,-0.9639657446118373
2022-02-16,1038983.8457845635,4.001078139033143,-0.47103161069072574
2022-02-17,1044155.201907923,4.5187248901856325,-2.3809266089044807
2022-02-18,1024118.5549924002,2.5130797687911377,-1.6179414674549764
2022-02-21,1032123.0075383841,3.3143161865396786,-1.1332568343670042
2022-02-22,1037207.8184141894,3.8232998587713896,-1.4761280042413443
2022-02-23,1033610.768013665,3.4632392848820137,-0.7118308394089996
2022-02-24,1041628.9849547028,4.2658535026140365,-1.128739581062742
2022-02-25,1037255.2087731203,3.8280435787456657,-0.455953344793505
2022-02-28,1044313.387509835,4.534559085502199,0.0
2022-03-01,1062193.318572587,6.3243194510001155,-1.4019053662372436
2022-03-02,1047302.3734397045,4.833753111001315,-0.3285705601239093
2022-03-03,1058703.2640361544,5.97496903903203,-1.8288809923846912
2022-03-04,1042767.0668668328,4.379774182278373,-1.550095210178244
2022-03-07,1045728.3108185601,4.676191267935548,-4.071282448267773
2022-03-08,1018948.4284268683,1.9955560949513673,-6.400996408986518
2022-03-09,994202.362394261,-0.48149641893776574,-7.886182094057181
2022-03-10,978426.8192790439,-2.0606099911728237,-8.022919265346907
2022-03-11,976974.4061815992,-2.2059948579831734,-9.15167074265122
2022-03-14,964984.8834063835,-3.4061321845200943,-10.035153276427222
2022-03-15,955600.590961859,-4.34548897602588,-12.462341389619844
2022-03-16,929819.1609943389,-6.926180219173506,-9.34513458187781
2022-03-17,962929.9234322647,-3.6118312949615317,-5.036929910716646
2022-03-18,1008691.3855997706,0.9688380022067511,-1.7767037101058818
2022-03-21,1043321.2904730112,4.435251322569367,-0.9238160159592562
2022-03-22,1052380.6065751645,5.342078359052094,-1.4493788569700925
2022-03-23,1046798.113193047,4.78327724505998,-2.2606519564070613
2022-03-24,1038180.8245354509,3.9206966431945878,-2.01361559683984
2022-03-25,1040804.8282412188,4.183356371300961,-2.066158133842431
2022-03-28,1040246.7249237689,4.127490876410689,-2.8183730397360507
2022-03-29,1032256.7484520599,3.327703496910317,-3.105276620592594
2022-03-30,1029209.2777854562,3.022655217084047,-2.960963329458586
2022-03-31,1030742.1639216939,3.1760953417596216,-2.356386884004294
2022-04-01,1037163.934530973,3.8189071329499447,-2.1209006919067805
2022-04-06,1039665.2531295939,4.069286224098723,-1.4522988452344445
2022-04-07,1046767.0972728005,4.780172587409903,-2.2427026159383407
2022-04-08,1038371.481230638,3.9397811572939423,-1.708709024443068
2022-04-11,1044043.5254811066,4.507546209363267,-3.3737939990082704
2022-04-12,1026357.104132719,2.7371559418759572,-3.5558971750933637
2022-04-13,1024422.8163634348,2.543535979204825,-6.163313812044644
2022-04-14,996727.0110583883,-0.2287820152857667,-4.515265694246231
2022-04-15,1014232.4680525042,1.523493930188402,-5.276371464917162
2022-04-18,1006148.0534091671,0.7142533992202438,-3.7321240672046403
2022-04-19,1022550.9460899006,2.356163935477862,-4.085565861880504
2022-04-20,1018796.7109618105,1.9803693526333488,-2.954331272166159
2022-04-21,1030812.6091911385,3.1831468315414613,-4.407099880100165
2022-04-22,1015381.3981033436,1.638500495957862,-8.317892674446831
2022-04-25,973841.218338575,-2.519623327769993,-12.961116954272772
2022-04-26,924521.2002719237,-7.456499943878525,-18.69608103151845
2022-04-27,863604.795020882,-13.554161469769333,-14.726355449192713
2022-04-28,905770.9549220128,-9.333377760289242,-13.860855524959042
2022-04-29,914964.2372894735,-8.413140855998869,-10.312462600710647
2022-05-05,952655.0298475425,-4.64033622784431,-9.992749185467446
2022-05-06,956051.0043828359,-4.300403114893436,-9.649991901264391
2022-05-09,959691.7493545616,-3.935968765095821,-8.530591089432134
2022-05-10,971581.9499858911,-2.7457734699862013,-4.244788666658309
2022-05-11,1017105.4569678167,1.8110767890425317,-3.2350412407471816
2022-05-12,1027830.9266603034,2.8846838678165287,-2.7214755441924146
2022-05-13,1033285.9871755891,3.4307290996121953,-2.204363384330602
2022-05-16,1038778.7179871676,3.9805450843836354,-2.4378226943319494
2022-05-17,1036298.9287947476,3.732321061829702,-3.445646240094416
2022-05-18,1025593.8944286573,2.660759535530821,-3.212762778973388
2022-05-19,1028067.5669927453,2.908371290681666,-0.29200754340299667
2022-05-20,1059091.633956833,6.01384441773134,0.0
2022-05-23,1090014.7597955132,9.109213455180832,-0.1324850526506945
2022-05-24,1088570.6531670978,8.964660056287975,-3.1713294947513417
2022-05-25,1055446.8002209752,5.649000787385483,-1.0458912206268256
2022-05-26,1078614.3911192755,7.968049770758134,0.0
2022-05-27,1100336.5636262621,10.142414049292947,-0.021865110133918984
2022-05-30,1100095.9738247816,10.118331289156913,0.0
2022-05-31,1101727.7002619612,10.281665213339819,0.0
2022-06-01,1112537.2348383293,11.363687089507213,0.0
2022-06-02,1115963.596859531,11.70666195455965,-0.3339324501476713
2022-06-06,1112237.032277782,11.333637161316634,0.0
2022-06-07,1125116.4327403982,12.622850212444469,0.0
2022-06-08,1133520.0083782997,13.464038388863809,0.0
2022-06-09,1141043.5980865727,14.21714099417455,-1.0688061563850138
2022-06-10,1128848.0538631864,12.99638115958186,-0.16150791629027675
2022-06-13,1139200.7223473396,14.03267126970853,-1.5861277069430004
2022-06-14,1122945.1894290224,12.405511274787795,0.0
2022-06-15,1150971.873996496,15.210949899753912,0.0
2022-06-16,1172557.231038325,17.371619108880076,-0.8002614828559209
2022-06-17,1163173.7071538833,16.43233924934735,-0.6149105603538568
2022-06-20,1165347.0527984775,16.649888628121268,0.0
2022-06-21,1186355.2614499636,18.752785952645556,0.0
2022-06-22,1187755.878295076,18.8929860746613,-1.5021711062226917
2022-06-23,1169913.7526788658,17.10700999052237,-0.8599632328875488
2022-06-24,1177541.6144452777,17.8705501079371,-0.1643824414653506
2022-06-27,1185803.4161836863,18.697546881420713,0.0
2022-06-28,1189710.0468070018,19.088596076616792,0.0
2022-06-29,1189824.515991991,19.10005430929371,0.0
2022-06-30,1194327.067683086,19.550754512333924,0.0
2022-07-01,1207255.9058798954,20.844916223325626,-0.08308321673784255
2022-07-04,1206252.878839033,20.74451437966316,0.0
2022-07-05,1244778.970346279,24.60093146400293,-0.4518831324199762
2022-07-06,1239154.0241433731,24.037880871878947,-1.0475144022548601
2022-07-07,1231739.731355662,23.29571876157379,-0.701156728642551
2022-07-08,1236051.1188389687,23.727283649091802,-1.4804614942702907
2022-07-11,1226350.4970015283,22.756262652176275,-0.1816202182240696
2022-07-12,1242518.200063929,24.374630980368806,0.0
2022-07-13,1245439.3999407305,24.667039700561723,-2.810552784210593
2022-07-14,1210435.6682100408,21.163206745264684,-6.324440423360684
2022-07-15,1166672.3270824184,16.78254704713229,-10.435766666067888
2022-07-18,1115468.25019564,11.657078327916892,-10.165605302633802
2022-07-19,1118832.946259265,11.993880502124842,-8.699631657392345
2022-07-20,1137090.7596298496,13.82146644843778,-7.238212787010358
2022-07-21,1155291.8460397557,15.643374091768415,-7.359129034045106
2022-07-22,1153785.9074582553,15.492631386073175,-8.596153522496747
2022-07-25,1138379.5170921632,13.950469575949477,-9.375044637242118
2022-07-26,1128678.9002664867,12.979449080705718,-8.802505890171487
2022-07-27,1135809.5234024313,13.69321618781736,-8.002952239601312
2022-07-28,1145767.4795902967,14.689996054800968,-7.561875182529827
2022-07-29,1151260.827043164,15.239873764650348,-6.015559163745578
2022-08-01,1170519.255988698,17.16762016968425,-6.4034913943604455
2022-08-02,1165687.7951435514,16.683996541732338,-8.560537440933965
2022-08-03,1138823.093804661,13.994871090491134,-9.663726468903759
2022-08-04,1125083.542994502,12.619557987019792,-8.186019336363675
2022-08-05,1143487.4898388907,14.461771724601569,-8.385512124200153
2022-08-08,1141002.928059135,14.213069971589709,-8.494336255247061
2022-08-09,1139647.5894544339,14.077402148933693,-8.851124419283167
2022-08-10,1135204.009085203,13.632604906827893,-8.19049438106608
2022-08-11,1143431.755869002,14.456192818845825,-6.479859610578026
2022-08-12,1164736.6752897461,16.58879054730178,-5.873440413312416
2022-08-15,1172289.2589012962,17.344795408708723,-5.208464838592893
2022-08-16,1180571.1267088354,18.17380077244333,-5.3683927989173545
2022-08-17,1178579.3208794328,17.974423318653333,-5.21641638528193
2022-08-18,1180472.0950134653,18.163887814575695,-7.585868836365682
2022-08-19,1150962.0006248069,15.209961586697185,-6.292777315129337
2022-08-22,1167066.6719075772,16.822020506841472,-5.225590238594318
2022-08-23,1180357.84022982,18.152451043224673,-3.946436884406393
2022-08-24,1196288.9200885398,19.747133663121197,-4.48148501405416
2022-08-25,1189625.2198732605,19.08010499891608,-3.7944362803060607
2022-08-26,1198181.9955001532,19.93662831658003,-2.444838087780784
2022-08-29,1214990.423130751,21.61913243105358,-1.3924443374773057
2022-08-30,1228097.3495395442,22.931120565550643,-1.0406718398173205
2022-08-31,1232478.4628235572,23.369664924864075,-0.2774248000184725
2022-09-01,1241984.2421760934,24.32118241498347,-0.1053597984838103
2022-09-02,1244127.2074987146,24.535690758757433,-0.26907777063387556
2022-09-05,1242088.1993687737,24.331588409420156,-0.08122586235408683
2022-09-06,1244427.7810480308,24.565777822493608,0.0
2022-09-07,1254543.7569823798,25.578375282857735,0.0
2022-09-08,1269339.5884129247,27.059420851548065,-0.12320698453723165
